order_id,customer_id,order_time,country,device,source,payment_method,discount_pct,gross_revenue,discount_amount,net_revenue,order_lines,total_units,total_product_cost,gross_profit_before_discount,net_profit,net_margin
30539,16946,2025-05-02 08:53:01,US,mobile,email,card,5.00,848.19,42.41,805.78,3,4,487.94,360.25,317.84,0.394450
30540,8919,2022-03-19 09:32:33,MX,mobile,direct,paypal,0.00,228.55,0.00,228.55,2,2,127.35,101.20,101.20,0.442792
30541,5397,2025-04-13 02:23:47,SG,mobile,referral,card,15.00,39.09,5.86,33.23,1,1,28.52,10.57,4.71,0.141739
30542,7530,2020-04-25 05:16:01,DE,desktop,paid,card,0.00,44.85,0.00,44.85,1,1,28.34,16.51,16.51,0.368116
30543,6723,2022-02-09 09:37:44,DE,mobile,organic,card,0.00,60.67,0.00,60.67,2,2,35.63,25.04,25.04,0.412725
30544,19179,2021-02-28 07:02:57,US,mobile,social,wallet,0.00,161.43,0.00,161.43,4,4,99.42,62.01,62.01,0.384129
30545,12357,2023-08-23 18:57:22,IN,mobile,organic,card,0.00,7.39,0.00,7.39,1,1,4.04,3.35,3.35,0.453315
30546,14622,2024-09-03 07:22:16,AU,desktop,direct,wallet,5.00,51.86,2.59,49.27,2,2,26.89,24.97,22.38,0.454232
30547,5155,2023-03-31 00:24:01,MX,mobile,direct,card,15.00,17.37,2.61,14.76,1,1,10.06,7.31,4.70,0.318428
30548,12238,2023-07-04 01:09:07,FR,desktop,organic,card,0.00,31.28,0.00,31.28,1,2,24.70,6.58,6.58,0.210358
30549,2919,2021-11-04 04:04:05,MX,desktop,social,wallet,5.00,66.63,3.33,63.30,1,1,46.69,19.94,16.61,0.262401
30550,4452,2021-07-01 04:56:22,DE,desktop,referral,paypal,0.00,381.88,0.00,381.88,1,2,246.02,135.86,135.86,0.355766
30551,8468,2020-01-27 15:57:42,DE,mobile,direct,card,0.00,162.85,0.00,162.85,2,2,124.44,38.41,38.41,0.235861
30552,17077,2020-12-08 03:47:10,MX,desktop,direct,card,15.00,40.19,6.03,34.16,1,1,30.58,9.61,3.58,0.104801
30553,17308,2022-10-13 04:16:23,BR,desktop,direct,card,10.00,58.26,5.83,52.43,1,1,45.59,12.67,6.84,0.130460
30554,17952,2025-10-06 18:37:38,IN,desktop,direct,card,15.00,195.04,29.26,165.78,3,3,124.88,70.16,40.90,0.246713
30555,7616,2022-09-09 20:19:09,NL,desktop,organic,card,15.00,129.85,19.48,110.37,1,1,79.06,50.79,31.31,0.283682
30556,11323,2020-10-02 17:21:59,DE,desktop,paid,card,20.00,22.41,4.48,17.93,1,1,15.89,6.52,2.04,0.113776
30557,4061,2023-02-14 12:17:12,GB,desktop,direct,wallet,5.00,8.53,0.43,8.10,1,1,5.46,3.07,2.64,0.325926
30558,13638,2025-01-11 02:28:48,US,mobile,direct,cod,20.00,201.30,40.26,161.04,3,6,144.84,56.46,16.20,0.100596
30559,1710,2021-01-02 18:30:26,DE,mobile,referral,card,0.00,87.93,0.00,87.93,3,3,47.14,40.79,40.79,0.463892
30560,17254,2023-10-05 14:23:46,MX,desktop,social,paypal,15.00,22.27,3.34,18.93,2,2,13.10,9.17,5.83,0.307977
30561,7042,2022-11-28 08:48:23,US,desktop,direct,card,0.00,328.30,0.00,328.30,5,6,207.67,120.63,120.63,0.367438
30562,4814,2021-09-27 20:02:27,US,mobile,email,card,0.00,20.60,0.00,20.60,1,1,12.28,8.32,8.32,0.403883
30563,1308,2024-06-06 11:25:48,PL,mobile,organic,card,20.00,440.16,88.03,352.13,1,1,226.61,213.55,125.52,0.356459
30564,6394,2021-11-18 15:58:16,US,tablet,direct,cod,0.00,43.01,0.00,43.01,1,1,31.00,12.01,12.01,0.279237
30565,2335,2024-02-03 20:09:02,GB,desktop,paid,card,0.00,16.32,0.00,16.32,1,1,10.88,5.44,5.44,0.333333
30566,1229,2020-06-03 13:57:05,BR,desktop,email,wallet,0.00,228.40,0.00,228.40,1,2,124.92,103.48,103.48,0.453065
30567,2952,2023-09-28 05:43:43,US,tablet,direct,wallet,5.00,471.13,23.56,447.57,2,2,287.38,183.75,160.19,0.357910
30568,781,2023-08-11 12:31:35,BR,desktop,social,paypal,0.00,171.28,0.00,171.28,4,4,122.22,49.06,49.06,0.286432
30569,19229,2021-08-13 04:19:28,US,desktop,paid,card,15.00,35.75,5.36,30.39,1,1,21.91,13.84,8.48,0.279039
30570,18271,2024-02-20 21:59:46,DE,tablet,social,card,20.00,65.42,13.08,52.34,1,1,42.48,22.94,9.86,0.188384
30571,12511,2020-03-30 17:28:32,FR,tablet,email,paypal,15.00,49.17,7.38,41.79,1,1,37.48,11.69,4.31,0.103135
30572,5383,2021-08-31 16:56:24,ZA,desktop,organic,card,10.00,36.15,3.62,32.53,1,1,18.92,17.23,13.61,0.418383
30573,11512,2020-11-03 07:05:36,AE,mobile,organic,wallet,0.00,119.34,0.00,119.34,1,1,94.07,25.27,25.27,0.211748
30574,1381,2021-01-13 02:23:34,US,mobile,paid,paypal,0.00,44.06,0.00,44.06,1,1,22.72,21.34,21.34,0.484340
30575,2956,2025-09-19 13:13:04,US,mobile,organic,paypal,0.00,204.19,0.00,204.19,2,2,131.49,72.70,72.70,0.356041
30576,18915,2025-04-08 04:33:36,FR,mobile,social,card,10.00,75.93,7.59,68.34,1,1,48.20,27.73,20.14,0.294703
30577,3581,2020-02-21 08:32:49,IN,desktop,organic,card,0.00,8.85,0.00,8.85,1,1,4.79,4.06,4.06,0.458757
30578,6373,2023-10-18 04:46:00,AU,desktop,referral,card,0.00,43.27,0.00,43.27,1,1,30.91,12.36,12.36,0.285648
30579,17404,2024-12-02 00:28:50,US,desktop,organic,card,0.00,128.26,0.00,128.26,2,2,74.72,53.54,53.54,0.417433
30580,11334,2023-11-25 14:56:38,AU,mobile,paid,wallet,5.00,74.16,3.71,70.45,1,1,40.36,33.80,30.09,0.427111
30581,4969,2025-07-12 11:56:45,CA,tablet,direct,card,0.00,28.23,0.00,28.23,1,1,19.23,9.00,9.00,0.318810
30582,4044,2020-06-14 01:41:35,US,desktop,direct,card,10.00,192.22,19.22,173.00,1,1,118.36,73.86,54.64,0.315838
30583,17822,2023-03-30 04:01:15,IN,mobile,paid,card,0.00,26.37,0.00,26.37,1,3,17.34,9.03,9.03,0.342435
30584,5554,2025-07-30 23:08:22,ES,mobile,direct,card,0.00,205.43,0.00,205.43,3,3,132.99,72.44,72.44,0.352626
30585,16414,2022-09-14 12:18:39,GB,desktop,email,paypal,10.00,160.35,16.04,144.31,3,6,100.05,60.30,44.26,0.306701
30586,14429,2024-09-24 22:58:51,US,desktop,organic,wallet,0.00,8.79,0.00,8.79,1,1,4.69,4.10,4.10,0.466439
30587,7239,2023-01-21 02:26:51,SE,desktop,organic,wallet,0.00,60.43,0.00,60.43,2,2,36.21,24.22,24.22,0.400794
30588,11446,2020-12-08 18:10:08,BR,desktop,email,cod,0.00,66.44,0.00,66.44,2,2,41.88,24.56,24.56,0.369657
30589,1039,2021-04-24 14:04:23,IN,mobile,direct,cod,0.00,18.19,0.00,18.19,1,1,11.20,6.99,6.99,0.384277
30590,5963,2024-12-21 06:04:05,CA,desktop,social,cod,10.00,262.37,26.24,236.13,2,3,136.95,125.42,99.18,0.420023
30591,819,2020-11-04 11:50:01,DE,desktop,direct,wallet,0.00,23.92,0.00,23.92,1,1,18.63,5.29,5.29,0.221154
30592,11707,2025-01-02 23:42:18,MX,tablet,organic,card,0.00,137.75,0.00,137.75,2,5,80.43,57.32,57.32,0.416116
30593,8514,2025-07-05 14:34:01,US,mobile,direct,wallet,15.00,217.50,32.62,184.88,4,6,122.44,95.06,62.44,0.337733
30594,3518,2024-12-29 03:11:16,US,tablet,organic,card,15.00,50.11,7.52,42.59,2,2,35.89,14.22,6.70,0.157314
30595,2695,2024-04-19 03:00:46,PL,desktop,social,card,10.00,68.12,6.81,61.31,1,4,54.36,13.76,6.95,0.113358
30596,5973,2023-02-19 23:03:48,AU,desktop,social,card,0.00,55.64,0.00,55.64,2,2,38.43,17.21,17.21,0.309310
30597,14245,2020-10-28 12:26:16,US,mobile,organic,card,5.00,19.94,1.00,18.94,1,2,14.44,5.50,4.50,0.237592
30598,9217,2024-10-14 09:56:48,US,mobile,organic,paypal,10.00,25.63,2.56,23.07,2,2,15.49,10.14,7.58,0.328565
30599,5438,2021-02-19 07:57:57,AU,tablet,organic,paypal,15.00,83.06,12.46,70.60,1,1,53.53,29.53,17.07,0.241785
30600,18550,2020-06-20 09:02:14,US,mobile,direct,card,0.00,128.62,0.00,128.62,1,1,95.94,32.68,32.68,0.254082
30601,9227,2022-03-12 20:32:23,SG,desktop,organic,card,10.00,275.59,27.56,248.03,2,5,191.21,84.38,56.82,0.229085
30602,16239,2020-11-09 16:19:18,GB,desktop,email,card,20.00,239.34,47.87,191.47,2,4,136.23,103.11,55.24,0.288505
30603,9603,2025-07-22 07:57:07,NL,desktop,direct,card,0.00,42.09,0.00,42.09,1,1,25.67,16.42,16.42,0.390116
30604,9458,2022-10-24 22:11:35,JP,mobile,organic,cod,15.00,178.18,26.73,151.45,3,3,97.24,80.94,54.21,0.357940
30605,4983,2023-01-18 03:49:39,SE,mobile,organic,paypal,5.00,24.33,1.22,23.11,1,1,14.53,9.80,8.58,0.371268
30606,16994,2022-04-13 05:52:53,AU,mobile,organic,card,10.00,190.46,19.05,171.41,2,2,126.10,64.36,45.31,0.264337
30607,3669,2022-10-25 20:40:55,BR,desktop,social,card,5.00,68.62,3.43,65.19,2,2,51.95,16.67,13.24,0.203099
30608,6533,2020-04-20 11:30:27,CA,mobile,paid,card,0.00,120.26,0.00,120.26,2,2,83.78,36.48,36.48,0.303343
30609,13610,2023-12-25 10:44:55,AE,desktop,organic,card,0.00,195.64,0.00,195.64,3,3,126.72,68.92,68.92,0.352280
30610,1265,2023-11-13 20:50:00,CA,desktop,organic,card,20.00,30.61,6.12,24.49,1,1,18.81,11.80,5.68,0.231931
30611,7717,2020-05-16 00:10:10,US,mobile,email,card,0.00,21.90,0.00,21.90,1,1,17.36,4.54,4.54,0.207306
30612,6786,2022-05-24 18:38:40,US,mobile,social,card,20.00,65.48,13.10,52.38,1,1,34.06,31.42,18.32,0.349752
30613,16614,2020-09-01 18:19:48,DE,mobile,direct,card,10.00,152.64,15.26,137.38,2,2,90.18,62.46,47.20,0.343573
30614,17574,2024-02-13 22:35:46,GB,desktop,organic,paypal,15.00,36.00,5.40,30.60,1,1,25.25,10.75,5.35,0.174837
30615,7982,2024-04-16 17:54:39,SE,mobile,social,card,0.00,180.33,0.00,180.33,1,1,109.08,71.25,71.25,0.395109
30616,7873,2020-11-28 18:59:11,US,desktop,direct,card,5.00,39.14,1.96,37.18,1,1,20.75,18.39,16.43,0.441904
30617,2895,2022-02-14 22:58:04,AU,desktop,organic,card,0.00,5.63,0.00,5.63,1,1,3.22,2.41,2.41,0.428064
30618,11842,2021-06-28 17:10:36,US,mobile,referral,card,0.00,170.02,0.00,170.02,2,2,99.34,70.68,70.68,0.415716
30619,16348,2022-06-27 15:35:04,BR,mobile,direct,card,0.00,235.60,0.00,235.60,1,1,148.05,87.55,87.55,0.371604
30620,10847,2025-01-26 09:05:07,JP,mobile,direct,card,0.00,452.46,0.00,452.46,3,3,293.87,158.59,158.59,0.350506
30621,6826,2020-02-11 22:21:56,JP,desktop,organic,wallet,0.00,77.31,0.00,77.31,1,1,49.50,27.81,27.81,0.359721
30622,4964,2022-11-30 20:01:26,MX,mobile,referral,paypal,0.00,77.31,0.00,77.31,1,1,49.50,27.81,27.81,0.359721
30623,11102,2020-10-02 18:43:32,FR,mobile,organic,card,0.00,9.95,0.00,9.95,1,1,7.18,2.77,2.77,0.278392
30624,19942,2020-01-01 17:05:29,MX,desktop,organic,card,20.00,85.52,17.10,68.42,4,4,53.03,32.49,15.39,0.224934
30625,17561,2023-02-02 10:50:04,MX,mobile,paid,card,20.00,44.73,8.95,35.78,1,1,31.29,13.44,4.49,0.125489
30626,19660,2024-05-10 22:51:54,ES,mobile,paid,card,20.00,173.97,34.79,139.18,2,3,99.12,74.85,40.06,0.287829
30627,19397,2022-08-10 02:00:07,IN,mobile,organic,card,15.00,172.53,25.88,146.65,2,6,92.61,79.92,54.04,0.368496
30628,8894,2024-04-12 18:58:00,US,mobile,direct,card,15.00,318.27,47.74,270.53,2,5,217.05,101.22,53.48,0.197686
30629,9838,2024-07-02 04:56:39,CA,mobile,organic,card,0.00,86.44,0.00,86.44,1,4,62.52,23.92,23.92,0.276724
30630,11654,2025-10-06 17:47:41,US,mobile,organic,card,15.00,104.60,15.69,88.91,1,1,68.22,36.38,20.69,0.232707
30631,7489,2022-10-30 03:51:52,ES,mobile,organic,card,0.00,38.71,0.00,38.71,1,1,25.83,12.88,12.88,0.332731
30632,7827,2020-08-29 09:33:00,CA,mobile,organic,card,20.00,216.54,43.31,173.23,3,6,142.42,74.12,30.81,0.177856
30633,14653,2022-03-25 11:59:02,US,mobile,organic,card,0.00,432.43,0.00,432.43,4,4,284.68,147.75,147.75,0.341674
30634,7445,2024-04-18 19:10:51,JP,mobile,direct,card,10.00,55.18,5.52,49.66,2,2,30.53,24.65,19.13,0.385219
30635,924,2021-07-03 02:54:34,AU,tablet,social,card,15.00,42.17,6.33,35.84,2,2,30.53,11.64,5.31,0.148158
30636,4112,2020-05-17 07:15:52,FR,desktop,direct,wallet,0.00,194.76,0.00,194.76,2,3,120.37,74.39,74.39,0.381957
30637,9541,2021-10-29 03:19:06,AU,desktop,organic,card,0.00,29.44,0.00,29.44,1,1,20.61,8.83,8.83,0.299932
30638,2452,2022-09-11 07:41:19,PL,mobile,direct,cod,10.00,413.67,41.37,372.30,4,6,273.97,139.70,98.33,0.264115
30639,17976,2022-08-12 16:28:29,US,desktop,organic,wallet,0.00,110.98,0.00,110.98,2,2,61.21,49.77,49.77,0.448459
30640,16159,2020-05-17 08:45:05,GB,tablet,direct,card,10.00,474.88,47.49,427.39,4,7,319.41,155.47,107.98,0.252650
30641,5566,2022-07-15 14:23:50,US,tablet,direct,card,10.00,13.26,1.33,11.93,1,2,8.18,5.08,3.75,0.314334
30642,2897,2020-04-20 18:28:07,US,tablet,social,card,15.00,193.39,29.01,164.38,2,2,120.75,72.64,43.63,0.265422
30643,9679,2025-07-31 13:35:19,GB,mobile,organic,card,0.00,19.58,0.00,19.58,1,1,11.44,8.14,8.14,0.415730
30644,19770,2021-05-27 04:20:13,AE,mobile,organic,cod,5.00,60.44,3.02,57.42,1,1,37.72,22.72,19.70,0.343086
30645,7706,2022-09-26 12:34:17,US,mobile,organic,paypal,0.00,32.47,0.00,32.47,1,1,18.42,14.05,14.05,0.432707
30646,8970,2022-10-03 11:14:12,JP,mobile,organic,card,15.00,71.16,10.67,60.49,1,1,37.67,33.49,22.82,0.377252
30647,1655,2025-04-23 00:04:25,MX,desktop,organic,cod,0.00,172.25,0.00,172.25,2,2,122.37,49.88,49.88,0.289579
30648,7118,2020-03-19 04:11:48,DE,mobile,email,paypal,15.00,50.87,7.63,43.24,1,1,33.89,16.98,9.35,0.216235
30649,66,2020-01-11 07:45:55,AE,mobile,direct,card,0.00,52.48,0.00,52.48,2,2,33.09,19.39,19.39,0.369474
30650,8653,2021-04-05 16:58:51,US,mobile,email,card,0.00,6.51,0.00,6.51,1,1,3.40,3.11,3.11,0.477727
30651,11589,2020-06-14 21:25:27,GB,tablet,organic,paypal,5.00,17.03,0.85,16.18,1,1,13.59,3.44,2.59,0.160074
30652,12720,2024-03-20 06:25:14,DE,desktop,referral,card,5.00,128.74,6.44,122.30,3,3,88.30,40.44,34.00,0.278005
30653,16623,2023-04-04 23:58:14,SE,mobile,social,wallet,20.00,51.69,10.34,41.35,2,2,29.37,22.32,11.98,0.289722
30654,11070,2022-12-13 01:41:38,IN,mobile,email,card,0.00,300.27,0.00,300.27,1,1,160.53,139.74,139.74,0.465381
30655,11774,2022-02-09 15:05:24,BR,mobile,direct,cod,0.00,103.65,0.00,103.65,4,7,59.76,43.89,43.89,0.423444
30656,4950,2023-02-22 17:24:28,DE,mobile,direct,cod,20.00,28.79,5.76,23.03,1,1,16.25,12.54,6.78,0.294399
30657,6707,2023-10-17 18:05:19,BR,mobile,paid,card,0.00,11.74,0.00,11.74,1,1,6.06,5.68,5.68,0.483816
30658,16974,2020-01-16 08:10:44,GB,desktop,social,card,0.00,52.31,0.00,52.31,3,3,33.13,19.18,19.18,0.366660
30659,8130,2025-08-24 23:17:49,MX,desktop,organic,card,0.00,150.12,0.00,150.12,2,2,98.96,51.16,51.16,0.340794
30660,1335,2025-04-21 04:38:35,IN,desktop,direct,card,0.00,145.96,0.00,145.96,1,1,88.62,57.34,57.34,0.392847
30661,2059,2023-02-24 01:25:29,NL,mobile,email,card,5.00,453.16,22.66,430.50,3,6,235.11,218.05,195.39,0.453868
30662,4214,2024-09-02 00:11:19,FR,desktop,paid,card,10.00,56.82,5.68,51.14,4,6,37.95,18.87,13.19,0.257919
30663,5052,2024-02-28 06:59:03,US,mobile,social,wallet,0.00,365.75,0.00,365.75,3,3,230.29,135.46,135.46,0.370362
30664,4339,2024-08-01 11:47:41,DE,desktop,direct,card,15.00,386.25,57.94,328.31,3,3,224.80,161.45,103.51,0.315281
30665,18985,2022-05-02 16:14:56,IN,desktop,organic,card,5.00,291.54,14.58,276.96,2,2,177.02,114.52,99.94,0.360846
30666,19611,2020-09-07 09:10:07,US,mobile,email,card,0.00,19.86,0.00,19.86,1,1,13.28,6.58,6.58,0.331319
30667,13960,2021-02-04 11:04:10,US,desktop,direct,card,10.00,60.51,6.05,54.46,1,1,42.53,17.98,11.93,0.219060
30668,8655,2023-02-05 10:13:39,IN,mobile,organic,wallet,15.00,185.30,27.80,157.50,2,3,129.93,55.37,27.57,0.175048
30669,18167,2025-06-16 00:47:34,IN,desktop,direct,card,15.00,68.66,10.30,58.36,1,2,42.48,26.18,15.88,0.272104
30670,652,2024-08-31 07:41:02,ES,tablet,social,paypal,20.00,147.16,29.43,117.73,1,1,99.60,47.56,18.13,0.153996
30671,7540,2023-10-14 07:00:38,AE,desktop,organic,card,5.00,51.23,2.56,48.67,1,1,26.65,24.58,22.02,0.452435
30672,3600,2021-08-17 06:03:17,DE,desktop,organic,card,0.00,141.21,0.00,141.21,2,2,101.82,39.39,39.39,0.278946
30673,17381,2020-05-09 14:09:24,MX,mobile,organic,card,20.00,1094.74,218.95,875.79,3,5,560.82,533.92,314.97,0.359641
30674,8146,2024-07-07 00:27:41,PL,mobile,direct,card,15.00,49.92,7.49,42.43,1,1,30.94,18.98,11.49,0.270799
30675,18201,2025-07-17 22:34:28,ES,mobile,organic,card,20.00,407.20,81.44,325.76,1,4,228.36,178.84,97.40,0.298993
30676,15181,2020-07-25 00:57:39,AU,mobile,organic,card,5.00,107.50,5.38,102.12,1,1,55.88,51.62,46.24,0.452801
30677,6865,2021-09-08 11:24:15,GB,mobile,referral,paypal,15.00,68.82,10.32,58.50,2,2,40.15,28.67,18.35,0.313675
30678,1185,2021-11-10 00:06:32,IN,mobile,organic,card,0.00,32.05,0.00,32.05,1,1,20.75,11.30,11.30,0.352574
30679,10469,2024-11-09 01:34:12,US,desktop,social,card,10.00,244.12,24.41,219.71,2,5,153.72,90.40,65.99,0.300350
30680,14041,2021-09-12 02:47:13,US,desktop,referral,card,0.00,49.57,0.00,49.57,1,1,29.49,20.08,20.08,0.405084
30681,16048,2020-05-09 04:21:05,BR,mobile,organic,card,0.00,264.40,0.00,264.40,3,3,185.96,78.44,78.44,0.296672
30682,16286,2022-12-06 12:45:58,US,desktop,email,card,5.00,22.01,1.10,20.91,1,1,15.15,6.86,5.76,0.275466
30683,15201,2020-10-18 09:06:50,PL,mobile,referral,card,0.00,247.50,0.00,247.50,5,5,159.91,87.59,87.59,0.353899
30684,4291,2023-08-25 23:25:44,US,mobile,direct,card,0.00,214.40,0.00,214.40,1,4,145.60,68.80,68.80,0.320896
30685,16287,2022-04-29 23:41:49,IN,desktop,organic,card,15.00,109.17,16.38,92.79,1,1,80.26,28.91,12.53,0.135036
30686,2461,2024-08-11 22:21:57,ES,desktop,social,card,5.00,229.58,11.48,218.10,2,2,120.82,108.76,97.28,0.446034
30687,7701,2021-10-30 23:09:54,FR,desktop,email,card,0.00,22.74,0.00,22.74,1,1,17.29,5.45,5.45,0.239666
30688,16237,2020-05-29 16:01:40,GB,mobile,organic,card,0.00,52.44,0.00,52.44,2,2,31.68,20.76,20.76,0.395881
30689,10064,2023-07-05 08:21:38,AU,desktop,paid,paypal,5.00,18.43,0.92,17.51,1,1,13.08,5.35,4.43,0.252998
30690,6935,2023-04-29 04:56:24,AU,mobile,organic,wallet,15.00,105.63,15.84,89.79,2,2,66.35,39.28,23.44,0.261054
30691,4261,2020-12-01 20:59:56,AE,mobile,direct,card,5.00,27.60,1.38,26.22,3,3,18.06,9.54,8.16,0.311213
30692,13592,2022-04-24 11:30:10,IN,desktop,organic,card,0.00,9.84,0.00,9.84,1,1,5.91,3.93,3.93,0.399390
30693,5139,2023-09-02 18:10:48,PL,mobile,organic,paypal,5.00,83.82,4.19,79.63,1,1,65.88,17.94,13.75,0.172674
30694,3262,2022-05-19 22:25:27,BR,mobile,organic,wallet,0.00,39.06,0.00,39.06,1,1,20.58,18.48,18.48,0.473118
30695,19916,2020-02-05 23:46:12,GB,desktop,social,card,0.00,368.32,0.00,368.32,1,2,280.38,87.94,87.94,0.238760
30696,18960,2024-04-20 08:22:27,US,desktop,email,card,0.00,54.00,0.00,54.00,2,4,36.82,17.18,17.18,0.318148
30697,6548,2021-08-13 07:14:11,MX,mobile,organic,card,5.00,60.94,3.05,57.89,2,2,41.95,18.99,15.94,0.275350
30698,9100,2024-01-14 08:33:41,NL,mobile,direct,card,0.00,40.34,0.00,40.34,1,1,29.67,10.67,10.67,0.264502
30699,6841,2024-05-17 21:33:29,AE,desktop,organic,card,0.00,138.91,0.00,138.91,3,3,101.53,37.38,37.38,0.269095
30700,17785,2021-06-24 22:05:22,FR,desktop,social,card,0.00,30.82,0.00,30.82,1,1,17.39,13.43,13.43,0.435756
30701,1713,2024-05-07 21:53:45,SG,desktop,organic,cod,0.00,45.43,0.00,45.43,1,1,34.58,10.85,10.85,0.238829
30702,10672,2022-05-17 22:06:09,FR,mobile,organic,wallet,0.00,78.93,0.00,78.93,1,1,48.69,30.24,30.24,0.383124
30703,19109,2020-03-23 17:38:33,GB,mobile,social,paypal,5.00,126.21,6.31,119.90,3,3,71.23,54.98,48.67,0.405922
30704,14051,2024-03-21 13:49:23,AE,desktop,organic,card,10.00,26.85,2.68,24.17,1,1,21.27,5.58,2.90,0.119983
30705,14007,2023-11-20 17:59:58,MX,mobile,direct,card,0.00,284.73,0.00,284.73,1,3,222.72,62.01,62.01,0.217785
30706,5600,2022-12-09 14:50:04,US,mobile,organic,card,0.00,125.37,0.00,125.37,2,2,79.87,45.50,45.50,0.362926
30707,3408,2021-04-02 11:56:16,AU,mobile,direct,paypal,15.00,30.27,4.54,25.73,1,1,15.71,14.56,10.02,0.389429
30708,13529,2021-07-21 13:36:52,CA,desktop,direct,paypal,0.00,75.36,0.00,75.36,4,4,47.54,27.82,27.82,0.369161
30709,2114,2022-12-05 23:07:54,SG,mobile,referral,wallet,10.00,52.66,5.27,47.39,1,1,35.86,16.80,11.53,0.243300
30710,2460,2024-07-16 17:08:35,IN,mobile,direct,card,10.00,14.55,1.45,13.10,1,1,11.06,3.49,2.04,0.155725
30711,3639,2020-09-05 13:09:27,MX,mobile,direct,paypal,5.00,258.71,12.94,245.77,2,4,143.59,115.12,102.18,0.415755
30712,12344,2020-07-29 03:25:39,IN,desktop,referral,card,15.00,4.78,0.72,4.06,1,1,3.11,1.67,0.95,0.233990
30713,376,2025-10-31 13:44:22,BR,mobile,direct,paypal,0.00,199.68,0.00,199.68,3,3,119.02,80.66,80.66,0.403946
30714,3998,2020-06-06 16:15:46,US,mobile,paid,card,0.00,71.73,0.00,71.73,2,2,39.33,32.40,32.40,0.451694
30715,18524,2025-10-28 21:25:29,ES,mobile,social,card,0.00,304.71,0.00,304.71,5,7,212.35,92.36,92.36,0.303108
30716,16606,2023-07-15 08:30:16,FR,desktop,organic,wallet,0.00,452.57,0.00,452.57,3,4,311.62,140.95,140.95,0.311444
30717,10793,2021-03-25 03:05:11,NL,mobile,referral,card,5.00,51.88,2.59,49.29,2,2,41.05,10.83,8.24,0.167174
30718,13613,2022-06-09 22:33:18,ES,mobile,paid,card,0.00,66.01,0.00,66.01,1,1,49.87,16.14,16.14,0.244508
30719,17626,2022-02-14 20:09:16,US,mobile,organic,card,10.00,60.43,6.04,54.39,2,5,47.05,13.38,7.34,0.134951
30720,811,2024-11-18 01:14:16,JP,desktop,email,card,15.00,21.83,3.27,18.56,1,1,17.22,4.61,1.34,0.072198
30721,6531,2021-08-26 23:12:03,AU,desktop,paid,card,0.00,171.70,0.00,171.70,2,3,100.84,70.86,70.86,0.412697
30722,14304,2021-08-24 02:46:54,DE,mobile,organic,card,10.00,63.69,6.37,57.32,1,1,42.65,21.04,14.67,0.255932
30723,4582,2021-06-15 20:43:14,GB,mobile,organic,card,0.00,142.96,0.00,142.96,1,4,102.16,40.80,40.80,0.285395
30724,17451,2024-11-23 01:48:57,FR,mobile,direct,card,0.00,145.73,0.00,145.73,2,3,104.50,41.23,41.23,0.282920
30725,13259,2022-04-19 09:27:11,GB,mobile,direct,card,0.00,74.49,0.00,74.49,2,2,48.00,26.49,26.49,0.355618
30726,6772,2024-11-18 21:58:08,MX,mobile,organic,card,10.00,31.63,3.16,28.47,1,1,17.39,14.24,11.08,0.389182
30727,3089,2023-11-09 05:39:30,IN,tablet,organic,card,10.00,107.49,10.75,96.74,2,2,79.53,27.96,17.21,0.177900
30728,16498,2022-05-21 20:45:54,US,mobile,direct,paypal,5.00,71.02,3.55,67.47,1,1,38.31,32.71,29.16,0.432192
30729,18381,2022-07-22 20:12:48,MX,mobile,organic,card,0.00,294.32,0.00,294.32,1,2,199.20,95.12,95.12,0.323186
30730,19038,2022-03-20 03:16:08,US,mobile,email,card,0.00,46.40,0.00,46.40,1,1,37.07,9.33,9.33,0.201078
30731,3335,2022-11-10 03:21:42,US,desktop,direct,wallet,20.00,24.26,4.85,19.41,2,2,15.98,8.28,3.43,0.176713
30732,11376,2023-01-28 09:04:39,GB,tablet,organic,paypal,0.00,356.50,0.00,356.50,3,6,192.57,163.93,163.93,0.459832
30733,9718,2022-03-24 10:27:07,US,mobile,organic,paypal,20.00,233.33,46.67,186.66,2,2,168.12,65.21,18.54,0.099325
30734,15818,2022-04-30 17:51:59,MX,mobile,organic,paypal,15.00,155.61,23.34,132.27,1,3,105.57,50.04,26.70,0.201860
30735,9442,2021-12-26 08:21:31,DE,desktop,organic,card,5.00,188.82,9.44,179.38,3,3,120.52,68.30,58.86,0.328130
30736,12058,2023-06-06 17:45:33,US,mobile,direct,card,10.00,77.30,7.73,69.57,1,1,50.90,26.40,18.67,0.268363
30737,7197,2023-08-04 01:31:28,DE,desktop,social,paypal,0.00,130.14,0.00,130.14,1,2,83.66,46.48,46.48,0.357154
30738,16366,2020-04-26 08:59:23,SG,mobile,social,card,10.00,293.51,29.35,264.16,3,3,184.86,108.65,79.30,0.300197
30739,15847,2024-03-03 03:45:13,JP,mobile,paid,card,10.00,67.42,6.74,60.68,3,3,42.95,24.47,17.73,0.292189
30740,14748,2023-12-18 19:18:32,BR,mobile,paid,card,0.00,54.40,0.00,54.40,2,5,36.64,17.76,17.76,0.326471
30741,2148,2024-01-28 11:00:46,IN,desktop,organic,card,5.00,62.75,3.14,59.61,2,2,32.60,30.15,27.01,0.453112
30742,4681,2024-05-28 05:13:40,AE,tablet,organic,card,0.00,127.07,0.00,127.07,2,2,85.32,41.75,41.75,0.328559
