"customer_id","recency_days","frequency","total_monetary"
14226,455,3,86.8
9444,1473,1,86.79
2979,709,1,86.69
1039,1651,3,86.62
14777,791,2,86.61
6408,1606,1,86.58
5586,71,4,86.52
6937,647,2,86.48
8207,481,1,86.46
12280,518,2,86.43
15071,309,2,86.41
13697,742,1,86.37
5228,856,1,86.36
2364,1560,2,86.35
4080,674,2,86.23
5975,1180,2,86.17
8424,847,1,86.16
12972,1047,1,86.15
18536,652,2,86.13
16602,538,2,86.04
14993,2050,1,85.97
7879,193,1,85.96
13695,1830,1,85.93
14289,515,3,85.91
18001,267,1,85.89
15716,927,3,85.83
10243,198,1,85.79
13458,33,2,85.76
13744,1948,1,85.72
16290,1563,1,85.68
5804,440,1,85.68
11499,126,2,85.67
17894,1701,1,85.66
12033,1192,1,85.63
6360,845,1,85.63
4398,159,2,85.58
12632,1326,1,85.55
13001,1531,1,85.54
13935,1907,1,85.54
6665,384,1,85.51
15496,671,1,85.49
16436,2082,1,85.49
17188,1530,1,85.49
9700,917,2,85.48
18721,1314,2,85.44
19881,445,2,85.32
11763,1754,1,85.32
16014,169,1,85.28
27,683,2,85.27
16817,331,2,85.2
8447,763,2,85.19
10085,491,3,85.17
8686,249,1,85.16
16373,1694,1,85.16
9071,380,1,85.14
14278,104,3,85.13
19628,60,2,85.13
12128,1159,1,85.11
12425,1869,2,85.11
3886,767,1,85.09
16947,842,1,85.09
19221,219,1,85.09
15780,589,2,85.05
4947,1274,2,85.01
8165,1322,2,84.99
3336,1439,1,84.94
9823,97,2,84.9
400,507,1,84.89
16759,617,2,84.84
16590,1994,1,84.83
18598,168,2,84.78
5325,547,2,84.7
18415,811,1,84.68
18450,104,1,84.67
5303,362,2,84.6
6680,575,2,84.55
16860,806,1,84.54
16894,1,1,84.52
2051,1101,2,84.47
9390,1007,1,84.46
9703,610,2,84.45
4597,1963,1,84.45
9994,1620,2,84.4
14426,976,1,84.4
928,173,3,84.36
11560,428,1,84.34
538,2073,1,84.31
11800,1508,1,84.29
2978,1029,2,84.27
10232,133,2,84.25
19738,597,1,84.23
19796,1643,2,84.2
7549,1411,1,84.1
2295,317,1,84.08
15633,600,3,84.05
2748,105,2,84.03
3474,1662,2,84.03
1017,38,2,84.02
6534,774,2,84.01
13997,840,2,83.89
2423,1797,2,83.86
5139,790,1,83.82
9200,248,1,83.8
6588,1193,1,83.75
5417,558,1,83.73
7723,166,1,83.73
15685,219,1,83.73
5113,1738,1,83.73
17169,254,2,83.67
5913,1914,1,83.63
6863,1395,1,83.62
18224,1046,2,83.62
6117,876,2,83.61
9631,1739,2,83.59
9387,1849,1,83.56
14237,367,1,83.52
6196,1927,1,83.49
14831,1124,2,83.43
5534,1492,1,83.38
14607,668,1,83.38
17474,61,2,83.36
10650,1208,1,83.31
3248,1072,1,83.31
10577,80,2,83.27
6141,801,1,83.26
13859,1781,1,83.11
12597,599,1,83.1
12137,188,1,83.08
15346,417,2,83.08
2424,970,1,83.07
11252,1312,1,83.06
7069,1534,1,83.06
17873,1410,1,83.01
11809,449,1,82.92
19453,996,1,82.92
13519,948,1,82.91
14042,1692,1,82.91
465,183,2,82.91
6802,1276,1,82.91
2944,1615,1,82.89
5196,134,2,82.86
15699,943,2,82.81
9784,1618,1,82.74
19706,281,2,82.7
6069,1987,2,82.67
8488,44,2,82.63
12312,44,1,82.61
14838,833,1,82.48
15594,771,1,82.47
17035,925,1,82.47
227,2017,1,82.47
7242,1054,3,82.45
13384,537,1,82.42
3081,979,1,82.41
18447,1175,1,82.41
18464,1192,1,82.39
12510,153,1,82.39
13710,1890,1,82.39
9328,575,1,82.39
5464,564,2,82.29
9819,767,1,82.29
12070,142,3,82.29
12518,1171,2,82.29
15369,1216,2,82.27
18828,661,1,82.27
15003,170,3,82.26
7746,1144,1,82.25
19233,252,3,82.24
1694,698,2,82.23
14256,399,2,82.09
14743,752,1,82.08
16422,358,1,82.08
11186,1366,1,82.05
8635,276,1,82.03
6956,484,2,82.02
15055,762,1,82.02
12367,1721,1,82.0
8664,573,1,82.0
15455,1171,1,81.98
19693,1626,1,81.98
11430,2007,1,81.98
2652,1996,1,81.92
3531,115,1,81.92
14589,2013,1,81.88
5386,458,1,81.88
8542,671,1,81.87
16764,1395,1,81.87
3341,1837,1,81.87
1729,1263,1,81.86
18362,1634,1,81.84
9004,352,3,81.84
14639,355,3,81.82
5631,859,1,81.79
16477,1814,1,81.79
4016,1532,1,81.79
15491,948,1,81.76
179,1034,1,81.7
17102,58,2,81.66
3655,841,1,81.63
14392,1635,1,81.58
2201,522,1,81.56
1425,1950,1,81.5
258,2130,1,81.48
6689,807,2,81.42
3658,368,2,81.41
7975,170,2,81.35
19548,717,2,81.3
4528,1267,1,81.26
10039,1993,1,81.23
6716,2006,1,81.22
18838,886,2,81.18
13506,197,3,81.16
3225,223,2,81.15
2588,1542,1,81.14
5705,370,1,81.14
9402,436,1,81.14
5935,2077,1,81.13
8524,1108,1,81.13
9546,172,1,81.13
9665,218,1,81.13
18459,1476,1,81.13
11491,1236,1,81.12
3194,208,1,81.1
10677,16,1,81.09
10297,1396,2,80.99
4327,1086,2,80.97
13238,525,1,80.96
5558,924,2,80.86
9708,1218,1,80.86
6561,751,1,80.85
9239,1141,2,80.84
3683,323,3,80.77
7844,537,2,80.76
5238,1317,2,80.71
4415,1074,1,80.62
19183,289,1,80.61
18347,1186,1,80.59
18756,41,1,80.58
5611,117,2,80.57
10018,2106,1,80.54
10632,1190,1,80.54
1981,733,1,80.54
8741,2127,1,80.49
14394,836,1,80.49
14393,472,1,80.47
5817,896,2,80.31
5591,415,1,80.28
16983,757,1,80.25
6385,592,2,80.24
4335,1898,1,80.22
14413,1394,1,80.2
15924,599,1,80.15
15957,410,1,80.11
978,1112,1,80.11
2619,1328,1,80.11
6758,1622,1,80.09
7087,1794,1,80.06
9977,1764,1,80.04
12667,52,1,79.98
11089,1004,1,79.83
11382,518,1,79.83
19908,1658,1,79.83
15037,1315,1,79.83
15082,2038,1,79.83
18752,2049,1,79.83
2220,570,2,79.81
15967,31,1,79.77
7868,1121,1,79.74
2179,2021,1,79.72
8864,1130,1,79.7
12752,196,3,79.7
19627,208,2,79.67
14538,749,2,79.65
6645,309,2,79.62
650,1658,1,79.62
2899,1251,1,79.62
15984,1236,2,79.55
6656,1091,1,79.52
7900,647,2,79.52
3743,941,2,79.47
3713,1076,2,79.45
4745,1137,1,79.45
9903,6,1,79.45
10192,196,1,79.45
12551,711,1,79.45
14451,35,1,79.45
5265,403,2,79.4
6305,1220,1,79.37
19867,2095,1,79.32
10109,1609,2,79.28
19900,1811,1,79.26
16742,1792,1,79.25
6674,936,3,79.23
6842,2042,1,79.2
176,205,1,79.2
6712,1560,1,79.19
3739,1148,2,79.16
6450,577,1,79.11
19603,64,2,79.1
5336,456,3,79.08
7156,1459,1,79.06
9526,2046,1,79.06
19205,659,1,79.06
15017,450,1,79.05
12708,1700,1,79.05
1569,164,2,79.05
16831,1842,1,79.04
8337,622,1,79.04
9121,1310,2,79.02
15125,816,1,79.02
15930,1211,1,79.01
3852,760,2,78.97
11737,1823,1,78.93
12396,534,1,78.93
13849,713,2,78.93
9368,204,1,78.93
1171,1974,1,78.92
17349,594,2,78.92
2278,1643,1,78.91
12962,449,2,78.89
6401,656,2,78.85
7198,405,1,78.84
1775,1874,1,78.83
3169,997,1,78.8
13625,336,2,78.8
15118,697,1,78.8
13226,1031,1,78.78
9579,1878,1,78.78
15200,884,1,78.77
15166,392,2,78.74
1637,1105,2,78.73
5069,993,2,78.69
11343,1710,1,78.63
1699,597,3,78.6
8177,660,1,78.58
9621,693,1,78.56
2251,1319,1,78.56
18460,1504,1,78.56
17500,1345,1,78.5
17614,1472,1,78.5
3,1945,1,78.5
951,1949,1,78.5
11735,1613,1,78.5
11813,317,1,78.5
14469,1236,1,78.5
18690,1844,1,78.43
1241,494,2,78.42
8410,1091,1,78.4
13806,620,1,78.32
18790,1641,2,78.31
14009,533,2,78.3
14418,71,3,78.27
10601,1391,2,78.26
3596,962,1,78.24
9230,745,1,78.23
8435,479,2,78.21
10621,576,2,78.19
4061,990,2,78.17
10369,1740,1,78.15
13089,281,1,78.14
14590,963,1,78.14
9001,1327,1,78.14
8892,638,1,78.12
13954,2,1,78.12
13624,800,2,78.1
2366,1998,1,78.1
7338,669,2,78.08
6873,1240,2,78.05
16601,384,1,78.04
9522,236,1,78.01
12001,555,1,77.93
12490,192,1,77.91
7500,2054,1,77.91
8073,926,1,77.91
9671,1554,1,77.91
975,1522,1,77.91
2136,690,1,77.91
16727,48,1,77.91
12107,674,2,77.88
962,360,2,77.87
8823,396,2,77.85
14482,995,2,77.84
3542,308,1,77.81
18895,554,2,77.8
7269,121,2,77.8
9172,1006,1,77.78
8547,483,1,77.72
8867,309,1,77.72
2030,626,1,77.72
3978,1510,1,77.72
12598,1489,1,77.72
17219,334,2,77.69
397,400,2,77.66
3999,862,1,77.63
4105,347,1,77.63
15337,406,1,77.63
18068,1272,1,77.63
14566,206,1,77.63
11105,1744,1,77.58
12337,799,1,77.58
894,1267,1,77.58
9547,417,1,77.58
16496,1853,1,77.58
16812,281,1,77.58
19268,1312,1,77.58
11686,865,2,77.56
13511,608,1,77.5
14824,801,1,77.5
1744,642,1,77.5
6777,476,1,77.45
2586,1212,1,77.4
12902,1069,1,77.38
10920,1586,1,77.37
14744,1071,2,77.37
18484,2108,1,77.36
14840,62,1,77.31
16920,1624,1,77.31
4750,1471,1,77.31
19420,1836,1,77.3
14603,149,1,77.3
11294,313,1,77.27
10566,1352,1,77.26
11918,384,1,77.26
12262,102,1,77.26
12990,232,1,77.26
18037,1177,1,77.26
18079,1415,1,77.26
1107,241,1,77.26
2744,392,1,77.26
6959,1433,3,77.26
14927,601,1,77.25
17799,675,1,77.21
18825,1489,1,77.21
7640,466,1,77.21
6301,191,1,77.2
19779,687,1,77.2
8030,566,2,77.15
11282,250,2,77.15
9736,158,1,77.14
19842,1827,1,77.13
11013,27,2,77.12
19996,1308,1,77.1
932,387,1,77.1
18378,343,1,77.09
19964,1137,2,77.04
14207,260,2,76.95
4267,1972,1,76.9
15838,390,2,76.87
11086,319,1,76.82
8562,0,2,76.8
5495,2071,1,76.71
6567,1626,1,76.66
13677,1573,1,76.66
17627,1180,1,76.66
1337,1663,1,76.66
11008,691,1,76.65
19466,472,1,76.63
5026,1232,3,76.61
10733,226,1,76.6
12015,1173,1,76.6
11790,231,2,76.56
2875,1132,1,76.46
3976,892,1,76.45
4989,1176,1,76.45
17285,1487,2,76.43
7699,1739,1,76.32
17522,1695,1,76.3
13925,1983,1,76.3
18227,939,2,76.29
12919,1288,2,76.22
5204,726,1,76.2
1091,177,3,76.19
3019,474,3,76.18
1108,1258,2,76.16
1908,1027,2,76.15
15975,483,2,76.15
65,721,1,76.11
19083,2127,1,76.08
212,1107,1,76.07
12106,1131,1,76.04
9728,792,2,76.04
3274,345,2,76.02
903,228,2,75.97
3689,312,1,75.95
16136,1851,2,75.95
16775,494,1,75.95
14415,147,1,75.95
10551,801,1,75.93
19227,1383,1,75.93
18088,624,1,75.92
19339,2105,1,75.92
10373,1914,1,75.92
10911,307,1,75.91
13117,492,1,75.91
14191,787,1,75.91
293,1437,1,75.91
1659,55,1,75.91
3362,80,1,75.89
10218,58,2,75.88
4984,1185,1,75.86
16424,1597,2,75.86
17935,1457,2,75.85
16379,599,2,75.84
7739,923,1,75.81
15578,1125,1,75.77
10307,956,2,75.7
19979,777,2,75.65
17377,1040,1,75.61
19167,1886,1,75.61
2809,596,2,75.57
7553,366,1,75.55
4881,511,2,75.49
9837,689,2,75.48
4461,1891,1,75.47
18546,315,1,75.47
12731,1440,2,75.37
3486,240,2,75.37
405,348,1,75.36
14611,1925,1,75.36
5621,108,1,75.35
6830,507,1,75.35
19563,401,1,75.35
15539,1431,2,75.34
12488,229,2,75.33
5520,214,4,75.27
17685,2100,1,75.26
15365,1365,1,75.24
1946,955,1,75.24
15324,1637,1,75.22
6610,880,1,75.1
5734,2123,1,75.09
11094,723,2,75.09
10716,2039,1,75.05
6157,566,1,75.05
32,893,1,75.05
85,1349,1,75.05
2415,902,2,75.04
11637,200,1,75.04
12719,1309,1,75.03
5155,186,2,74.99
2647,909,1,74.95
13704,1555,1,74.95
15430,90,1,74.95
18279,968,1,74.95
1610,1390,1,74.92
4260,1362,2,74.92
11225,661,1,74.89
9366,36,1,74.8
5985,1592,1,74.77
1162,1392,3,74.75
19048,328,2,74.59
11882,1693,1,74.57
10814,1783,1,74.55
13016,1118,1,74.55
12895,553,2,74.53
13259,1291,1,74.49
1830,1036,1,74.34
17756,688,1,74.32
19350,1283,1,74.27
10430,157,2,74.25
7623,617,2,74.22
6472,787,2,74.21
5095,141,2,74.19
18530,1693,1,74.17
2072,2013,1,74.16
2464,1995,1,74.16
10376,243,1,74.16
11334,706,1,74.16
12152,182,1,74.16
14398,1178,1,74.16
14403,2060,1,74.16
4661,131,1,74.14
15970,1320,1,74.14
18697,1423,1,74.14
18966,7,1,74.14
8303,1180,2,74.14
9481,1466,1,74.14
13788,492,1,74.13
16671,831,1,74.13
6955,958,1,74.12
5986,1968,1,74.03
13409,1852,1,74.03
10188,1638,1,74.0
11207,187,1,74.0
1404,513,1,73.93
7035,814,2,73.79
13717,1218,1,73.71
11645,1309,1,73.66
12772,967,2,73.64
14641,527,2,73.64
18635,1109,1,73.63
14602,1704,1,73.55
19710,1188,1,73.5
2309,447,1,73.5
15023,1212,2,73.49
12995,477,2,73.48
1666,268,1,73.46
511,1344,1,73.44
3157,1392,2,73.44
11120,183,2,73.44
2,302,2,73.41
14204,382,2,73.39
7747,1130,2,73.31
13772,598,2,73.26
2483,175,2,73.24
18090,1554,2,73.14
7414,479,1,73.08
1424,531,2,72.92
6702,1429,1,72.91
5881,735,2,72.9
10015,1269,1,72.89
3146,659,1,72.89
12545,1214,2,72.89
12850,146,1,72.89
1353,697,3,72.87
6706,1013,1,72.84
19130,1257,1,72.76
2568,1330,2,72.72
9679,92,2,72.7
15916,1202,2,72.69
17646,569,2,72.69
12793,671,2,72.69
10412,959,2,72.68
19382,1665,1,72.65
2658,895,1,72.65
8003,1910,2,72.64
3527,1444,1,72.59
12871,19,2,72.59
18793,828,2,72.56
15400,1810,1,72.52
18233,891,1,72.52
8779,557,1,72.52
9947,1648,1,72.52
12224,1039,1,72.51
18145,448,2,72.49
14980,18,2,72.45
15302,824,1,72.45
3484,451,1,72.44
11211,79,2,72.4
16077,986,1,72.35
46,31,2,72.24
19324,2095,1,72.22
8613,1570,1,72.21
8270,1697,1,72.18
6975,2058,1,72.0
3162,1075,2,71.99
10006,1252,1,71.95
6634,1192,1,71.9
9347,679,1,71.9
9857,1086,1,71.9
3533,114,1,71.9
4706,1316,1,71.9
9180,1675,1,71.89
19601,121,2,71.84
10436,83,2,71.79
17772,145,1,71.77
19802,642,1,71.76
5130,834,1,71.73
13481,1143,2,71.7
1643,108,2,71.69
1447,1061,1,71.68
8389,565,1,71.67
3229,934,1,71.66
4445,425,1,71.64
15857,289,2,71.58
19482,420,1,71.53
7300,1339,1,71.52
18540,1563,1,71.48
12468,874,1,71.45
9956,1735,2,71.44
6403,853,1,71.41
15197,13,2,71.39
13927,1219,2,71.37
4869,1341,1,71.35
5116,1057,1,71.35
5165,1356,1,71.35
19598,1800,1,71.35
7360,251,1,71.31
15955,441,2,71.3
10025,660,1,71.26
5771,1083,2,71.21
15769,13,1,71.2
3340,871,2,71.17
17155,1541,1,71.16
2593,2111,1,71.13
14628,1010,2,71.12
16686,889,2,71.12
16166,375,1,71.09
219,1206,1,71.08
5079,322,1,71.07
15397,1679,1,71.07
6481,1713,1,71.07
7248,2080,1,71.07
6749,313,1,71.02
8678,1452,1,71.02
18796,307,1,71.02
9667,456,2,70.97
15415,887,2,70.94
5970,1442,2,70.9
4455,946,1,70.77
10346,87,1,70.77
6387,1231,1,70.76
6694,1455,2,70.68
10174,2004,1,70.59
13734,1545,1,70.59
16649,444,1,70.59
10897,899,2,70.54
14172,1757,1,70.5
6029,385,2,70.36
13428,1813,1,70.3
16256,1100,1,70.3
18553,1596,1,70.3
520,1597,1,70.3
3267,1088,1,70.25
14992,1465,1,70.21
19452,135,1,70.18
17713,107,2,70.16
15237,1112,1,70.15
19944,565,2,70.15
13040,501,2,70.15
10250,878,1,70.14
98,1393,1,70.02
1046,753,1,70.01
19583,97,1,70.01
8277,616,2,70.01
13646,1266,1,70.01
14384,1823,1,70.0
6353,1115,1,70.0
13043,640,2,69.98
6921,87,2,69.88
9524,510,1,69.83
14255,323,2,69.82
7744,1984,1,69.79
6345,839,1,69.77
6813,590,2,69.77
3166,646,1,69.74
14312,424,2,69.74
14427,523,2,69.74
9153,617,2,69.72
18749,445,2,69.72
16861,1712,1,69.69
19019,1366,1,69.68
7706,1131,2,69.65
15025,1565,1,69.64
4142,1779,1,69.64
19939,878,1,69.63
1296,771,1,69.62
14734,647,2,69.62
19018,37,1,69.59
7981,1005,1,69.57
18802,536,2,69.51
16110,1617,1,69.5
12556,107,2,69.49
11996,1078,2,69.47
4363,357,1,69.47
17570,1530,1,69.36
19463,389,1,69.35
1000,1458,1,69.35
363,518,1,69.32
2615,554,1,69.31
9069,136,2,69.29
8806,388,2,69.28
1378,2085,1,69.26
6298,958,3,69.2
5400,1111,1,69.19
18026,960,1,69.19
19932,1889,1,69.19
10472,149,1,69.16
5964,824,2,68.99
2949,610,2,68.99
13140,643,2,68.97
8230,762,1,68.96
13808,1883,1,68.89
3477,924,1,68.84
17526,2036,1,68.84
13896,701,1,68.76
18296,408,2,68.73
11693,103,1,68.69
12738,1271,1,68.69
14532,1382,1,68.68
10180,519,1,68.67
18167,137,1,68.66
2656,1077,2,68.63
9652,850,3,68.59
8525,90,1,68.58
8830,825,1,68.58
9097,1308,1,68.52
19087,819,3,68.51
18434,1301,1,68.5
13477,85,1,68.5
6584,1076,1,68.5
7241,1161,1,68.5
7260,5,2,68.48
18429,1201,1,68.47
18526,373,2,68.46
7701,759,2,68.39
4103,431,1,68.36
4583,720,2,68.35
12460,27,1,68.34
1315,2021,1,68.3
3460,247,2,68.29
6720,1627,2,68.04
2490,72,1,68.0
1470,920,1,67.97
4451,168,1,67.97
5300,1468,1,67.97
5500,411,1,67.97
9467,1326,1,67.97
16530,1742,1,67.97
15742,788,2,67.95
7788,101,1,67.95
16409,1426,1,67.91
8250,247,1,67.84
1133,645,1,67.78
3832,1183,1,67.75
17679,971,1,67.75
17846,490,1,67.75
11689,1506,1,67.75
7812,52,2,67.72
5669,1259,1,67.67
5876,226,1,67.67
11959,1648,1,67.67
12293,1285,1,67.67
3151,1044,1,67.67
17885,1798,1,67.67
11204,1211,2,67.63
6184,421,2,67.6
3172,28,3,67.57
16631,151,3,67.5
11784,1559,1,67.45
13262,1430,1,67.39
5663,1915,1,67.39
9928,1212,1,67.39
7933,1672,1,67.35
5622,2012,1,67.28
13408,1274,1,67.26
12943,1072,1,67.23
19454,330,1,67.23
2161,393,2,67.13
2548,1982,1,67.11
5201,908,1,67.11
9834,453,1,67.11
360,412,1,67.07
4180,702,2,67.07
18141,324,1,67.02
10379,459,1,67.01
6698,435,1,66.92
19313,494,1,66.86
10490,1732,2,66.78
15011,1398,2,66.75
18689,686,2,66.73
17386,596,2,66.7
5666,700,1,66.64
3774,1093,1,66.63
6883,105,3,66.59
850,388,1,66.56
42,939,2,66.54
4696,580,1,66.53
9233,1490,1,66.53
16593,1487,1,66.53
13284,1080,1,66.53
11590,1716,1,66.51
12189,501,2,66.43
12311,1309,2,66.42
9302,513,1,66.39
15702,47,1,66.35
7686,1696,1,66.34
8412,1550,1,66.34
9014,1422,1,66.32
10943,841,1,66.28
4303,357,2,66.19
5066,1235,2,66.17
7632,1058,1,66.1
15263,1120,1,66.06
1680,546,1,66.05
2162,117,1,66.04
8304,1880,1,66.04
9772,1699,1,66.04
18887,1126,1,66.01
18975,1670,1,66.01
10882,563,1,66.01
2637,1908,1,66.0
6655,283,1,65.96
2104,284,1,65.94
9427,1490,2,65.93
18042,112,3,65.93
8641,441,2,65.87
6078,604,2,65.79
8128,50,2,65.78
9678,1972,1,65.77
10063,1615,1,65.69
10869,572,1,65.69
17290,854,1,65.64
1153,35,1,65.6
9688,1199,1,65.59
17782,42,1,65.58
15456,1222,1,65.56
7154,404,1,65.56
10131,147,1,65.56
12838,1663,1,65.56
13273,1984,1,65.56
12088,1245,1,65.48
12640,1175,1,65.48
13087,759,1,65.48
13769,1054,1,65.48
13973,1462,1,65.48
6786,1256,1,65.48
9070,1600,1,65.48
15054,644,1,65.48
1760,2009,1,65.48
2146,1862,1,65.48
3898,797,1,65.47
11381,1084,1,65.47
16816,557,1,65.47
15948,1034,1,65.42
18942,1329,1,65.42
19748,633,1,65.42
5856,947,1,65.42
11872,1108,2,65.42
6549,1908,2,65.26
9559,114,3,65.25
7026,418,1,65.21
16144,1674,1,65.21
18170,136,1,65.21
6835,1417,1,65.17
7697,628,1,65.17
1176,523,1,65.09
812,320,1,65.07
9388,950,1,65.07
16255,2061,1,65.07
18384,1766,1,65.07
18900,1677,1,65.07
13142,1476,1,65.07
5617,1860,1,65.05
6918,1809,1,64.99
7778,391,1,64.99
8876,1467,1,64.99
943,1688,1,64.99
3865,741,1,64.99
15412,478,1,64.99
6458,1511,2,64.96
4385,1131,1,64.96
15227,917,2,64.9
9901,452,2,64.87
8483,1134,1,64.86
1650,993,1,64.84
2407,1510,1,64.76
6776,208,1,64.73
14754,12,1,64.73
10745,847,2,64.72
1205,402,1,64.72
13673,1338,1,64.69
13558,1830,1,64.68
902,1679,1,64.68
9223,13,1,64.62
10657,1566,1,64.37
19051,1924,1,64.37
277,584,1,64.32
7170,1138,1,64.31
9563,281,2,64.28
1577,199,1,64.28
17165,1190,2,64.27
4602,919,2,64.26
9571,704,2,64.26
17156,1499,1,64.23
13223,1805,1,64.17
9758,1200,1,64.16
490,77,1,64.13
8707,987,1,64.06
19533,684,2,64.02
5796,1801,1,64.01
3722,1084,2,64.0
13212,1370,1,63.92
5099,1318,2,63.85
14351,203,2,63.84
8020,897,2,63.84
17376,1653,1,63.8
15551,1837,1,63.74
9343,1400,2,63.71
7589,1428,1,63.69
18835,44,1,63.69
18044,215,2,63.65
1573,613,3,63.62
3506,2006,1,63.61
3069,154,1,63.55
18814,1723,1,63.55
12258,1911,1,63.55
12435,1370,1,63.55
18673,623,2,63.49
17608,617,2,63.42
8109,477,2,63.4
985,806,1,63.39
19938,1160,1,63.39
12541,598,1,63.38
13571,1161,1,63.38
1879,72,1,63.32
13709,2059,1,63.27
9966,2033,1,63.25
1513,552,1,63.23
12880,1589,1,63.18
6272,878,1,63.17
9422,1164,1,63.15
13203,1205,1,63.06
6767,1430,1,62.98
15965,515,2,62.96
16769,1000,1,62.93
10902,1748,1,62.93
7996,1357,1,62.93
6999,1964,1,62.91
19511,2004,1,62.86
15487,108,1,62.78
7715,1516,1,62.74
6555,954,1,62.7
7580,452,2,62.62
9692,2113,1,62.59
17244,551,1,62.56
9853,184,2,62.55
19999,351,2,62.52
15077,390,2,62.46
17479,183,3,62.45
19499,2080,1,62.41
14087,823,1,62.39
14719,323,2,62.32
7936,1853,1,62.3
9561,1285,1,62.27
13194,510,1,62.27
17280,1926,1,62.27
1332,587,1,62.27
16640,606,1,62.2
13957,847,1,62.19
15654,1351,1,62.17
15008,1623,1,62.09
11074,415,1,62.09
8093,2071,1,62.08
2191,648,2,62.06
3161,421,2,62.03
10226,802,1,61.92
3167,1947,1,61.85
9298,319,2,61.84
19250,234,1,61.77
14576,865,1,61.75
6033,922,2,61.7
7418,238,1,61.68
9073,615,2,61.62
3372,2083,1,61.62
13992,2118,1,61.61
9676,22,1,61.55
15611,1762,1,61.55
4634,1013,1,61.54
1236,2091,1,61.51
1689,1025,1,61.51
2893,849,1,61.51
4593,546,1,61.51
6249,980,2,61.51
11322,1075,1,61.51
14571,308,1,61.51
4707,1868,1,61.5
7789,453,3,61.41
1976,780,2,61.4
4272,264,1,61.38
17211,816,1,61.38
19022,1074,1,61.38
11462,1719,1,61.38
14524,39,1,61.33
1297,142,1,61.33
1492,1144,2,61.26
11210,686,2,61.26
3621,878,2,61.25
16639,313,2,61.22
17579,2025,1,61.22
18579,1337,2,61.17
5406,803,2,61.15
12061,117,2,61.15
19970,61,2,61.15
16834,504,3,61.14
15270,1926,1,61.13
16178,1019,1,61.13
18722,1721,1,61.13
1389,46,1,61.13
11927,464,1,61.13
13245,1867,1,61.13
14515,1406,1,61.13
1854,738,2,61.1
18779,449,1,61.07
16829,197,2,61.05
16999,683,2,61.05
1244,1252,1,61.04
3755,1005,1,61.04
7984,1531,1,61.01
8749,326,2,60.99
14909,841,2,60.96
11716,548,1,60.88
6964,1663,1,60.79
16324,926,1,60.72
13023,961,1,60.68
2767,837,1,60.68
7100,175,1,60.68
6895,1442,1,60.64
8954,1322,1,60.64
9082,1878,1,60.64
18713,1718,1,60.64
6108,278,3,60.61
17126,83,1,60.56
2594,940,1,60.51
14676,1737,1,60.5
14261,1517,1,60.48
3188,653,1,60.48
9392,1094,2,60.48
14813,540,1,60.48
14787,174,2,60.45
15146,1330,1,60.44
3035,863,1,60.44
4161,435,1,60.44
10151,722,1,60.44
6253,1902,1,60.44
7122,1792,1,60.44
7239,1014,1,60.43
4284,112,2,60.42
9022,314,2,60.34
12159,117,1,60.28
16617,1062,2,60.27
17950,1430,1,60.26
13791,397,2,60.22
1271,441,1,60.06
11083,777,1,60.04
10125,1545,1,60.03
231,1932,1,60.03
5657,1513,1,60.03
4125,1934,2,60.02
8980,1058,3,60.0
17186,1705,1,59.99
18238,1793,1,59.94
10382,43,1,59.94
727,70,2,59.91
12811,670,1,59.87
10588,1504,1,59.85
8331,1763,1,59.85
9186,773,1,59.77
14521,2037,1,59.77
521,1976,1,59.77
14096,1409,2,59.76
6349,430,1,59.75
16936,898,1,59.67
9310,500,2,59.66
19358,525,2,59.51
5487,1919,1,59.49
4495,223,2,59.44
17170,633,2,59.43
16990,913,2,59.33
8472,636,1,59.31
10051,478,2,59.29
5468,1096,1,59.27
158,34,1,59.27
12513,532,1,59.26
10336,1543,1,59.24
12683,1908,1,59.24
1452,1230,1,59.24
19821,1841,1,59.24
5577,561,1,59.24
5290,1430,2,59.21
869,1631,1,59.19
16849,861,2,59.19
17132,361,2,59.16
15829,1345,1,59.13
2305,1979,1,59.08
16397,882,1,59.05
9306,960,2,59.04
14069,426,1,59.04
1552,194,2,59.01
2983,692,1,58.99
3203,530,1,58.99
5567,74,1,58.99
8602,2130,1,58.99
15045,1833,1,58.99
18403,404,1,58.99
11177,806,1,58.99
11473,2036,1,58.99
9089,1816,1,58.95
5008,773,2,58.91
1448,481,1,58.9
16194,474,3,58.9
3054,11,2,58.84
12747,225,1,58.83
12174,1340,1,58.82
1136,33,1,58.82
3295,308,1,58.82
7985,414,2,58.78
7564,670,1,58.77
641,223,1,58.77
4507,1153,2,58.77
17495,14,1,58.77
3924,1187,1,58.75
11356,404,2,58.73
14193,1303,2,58.71
11162,216,2,58.7
18520,318,1,58.6
3308,298,2,58.52
14508,401,1,58.5
9441,801,1,58.44
18971,558,2,58.42
7959,1080,1,58.41
9426,91,2,58.4
6621,1282,1,58.26
8756,1771,1,58.26
15288,1723,1,58.26
16254,978,1,58.26
16306,1589,1,58.26
10179,114,1,58.26
5251,1350,2,58.25
8838,421,1,58.25
9355,1327,1,58.24
3728,1426,1,58.24
17571,957,2,58.22
9226,895,1,58.2
19703,1558,1,58.14
6713,449,2,57.92
4029,1564,1,57.87
15465,343,2,57.83
5661,738,1,57.76
9407,915,2,57.75
11213,966,1,57.75
14448,1303,2,57.69
5448,46,1,57.64
17887,458,2,57.64
10653,2023,1,57.63
